Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
35657891,Planetside (Planetside #1),Michael Mammay,"Mammay, Michael",,"=""0062694677""","=""9780062694676""",0,4.00,Harper Voyager,ebook,384,2018,2018,,2022/02/08,to-read,to-read (#231),to-read,,,,0,,,0,,,,,
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",5,4.53,Ballantine Books,Hardcover,476,2021,2021,2021/11/15,2021/04/30,,,read,,,,1,,,0,,,,,
54615879,The Original,Brandon Sanderson,"Sanderson, Brandon","Mary Robinette Kowal, Julia Whelan","=""""","=""""",3,3.84,Recorded Books,Audible Audio,4,2020,2020,2021/10/24,2021/10/04,,,read,,,,1,,,0,,,,,
58419574,"Lux (Texas Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",Steven Bohls,"=""""","=""""",4,3.97,Audible Originals,Audible Audio,480,2021,2021,2021/08/30,2021/08/12,,,read,,,,1,,,0,,,,,
48613351,In the Shadow of Lightning (Glass Immortals #1),Brian  McClellan,"McClellan, Brian",,"=""""","=""""",0,4.89,Tor Books,Kindle Edition,576,2022,2022,,2021/08/27,to-read,to-read (#230),to-read,,,,0,,,0,,,,,
42950440,"Heaven's River (Bobiverse, #4)",Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",4,4.31,Audible Studios,Audible Audio,608,2020,2020,2021/08/12,2021/05/12,,,read,,,,1,,,0,,,,,
55957410,Feedback,Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",0,3.82,Audible Originals,Audible Audio,1,2020,2020,,2021/08/03,to-read,to-read (#229),to-read,,,,0,,,0,,,,,
24292598,Outland,Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,4.09,,Kindle Edition,360,2015,2015,,2021/08/03,to-read,to-read (#228),to-read,,,,0,,,0,,,,,
57188483,"A Darker Magic (Starship's Mage, #10)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",2,4.42,,Kindle Edition,327,2021,2021,2021/08/03,2021/07/14,,,read,,,,1,,,0,,,,,
57189884,"He Who Fights with Monsters (He Who Fights with Monsters, #1)",Shirtaloon,"Shirtaloon, Shirtaloon",,"=""""","=""""",0,4.51,,Kindle Edition,680,2021,2021,,2021/08/02,to-read,to-read (#227),to-read,,,,0,,,0,,,,,
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",4,4.13,Henry Holt and Co.,Hardcover,368,2016,2016,2021/07/14,2021/06/08,,,read,,,,1,,,0,,,,,
43925920,"Noble's Honor (Changeling Blood, #3)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",3,4.55,Faolan's Pen Publishing,Kindle Edition,323,2019,2019,2021/06/03,2021/05/27,,,read,,,,1,,,0,,,,,
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.96,Henry Holt & Company,Hardcover,358,2012,2012,,2021/05/27,to-read,to-read (#226),to-read,,,,0,,,0,,,,,
40178390,"Hunter's Oath (Changeling Blood, #2)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",3,4.49,Faolan's Pen Publishing Inc.,Kindle Edition,,2018,2018,,2021/05/19,,,read,,,,1,,,0,,,,,
51279226,"The Choice of Magic (Art of the Adept, #1)",Michael G. Manning,"Manning, Michael G.",,"=""""","=""""",0,4.43,,Kindle Edition,626,2019,2019,,2021/05/20,to-read,to-read (#225),to-read,,,,0,,,0,,,,,
36595716,"Changeling's Fealty (Changeling Blood, #1)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",3,4.34,Faolan's Pen Publishing Inc.,Kindle Edition,310,2017,2017,2021/05/19,2017/11/19,,,read,,,,1,,,0,,,,,
53528390,Orders of Battle (Frontlines #7),Marko Kloos,"Kloos, Marko",,"=""""","=""""",4,4.33,47North,Kindle Edition,269,2020,2020,2021/05/12,2020/11/24,,,read,,,,1,,,0,,,,,
55809682,Dead or Alive (Skulduggery Pleasant #14),Derek Landy,"Landy, Derek",,"=""0008386307""","=""9780008386306""",0,4.43,HarperCollinsChildren’sBooks,Paperback,608,2021,2021,,2021/04/30,to-read,to-read (#224),to-read,,,,0,,,0,,,,,
53936783,The Alpha Protocol (Alpha Protocol #1),Duncan M. Hamilton,"Hamilton, Duncan M.",,"=""""","=""""",0,4.26,,,324,2021,2021,,2021/04/27,to-read,to-read (#223),to-read,,,,0,,,0,,,,,
30558257,"Unsouled (Cradle, #1)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.16,Hidden Gnome Publishing,Kindle Edition,294,2016,2016,,2021/04/27,to-read,to-read (#222),to-read,,,,0,,,0,,,,,
898559,"Icerigger (Icerigger, #1)",Alan Dean Foster,"Foster, Alan Dean",Tim          White,"=""0450030423""","=""9780450030420""",0,3.87,New English Library Ltd,Paperback,320,1976,1974,,2021/04/23,to-read,to-read (#221),to-read,,,,0,,,0,,,,,
34931316,"The Damned Trilogy: A Call to Arms, The False Mirror, and The Spoils of War",Alan Dean Foster,"Foster, Alan Dean",,"=""""","=""""",0,4.11,Open Road Media Sci-Fi & Fantasy,Kindle Edition,958,2017,2017,,2021/04/23,to-read,to-read (#220),to-read,,,,0,,,0,,,,,
56962737,The Old Guard: Tales Through Time #1,Greg Rucka,"Rucka, Greg","Andrew Wheeler, Leandro Fernández, Jacopo Camagni","=""""","=""""",0,4.39,Image Comics,Kindle Edition,31,2021,,,2021/04/20,to-read,to-read (#219),to-read,,,,0,,,0,,,,,
28335698,"Tiamat's Wrath (The Expanse, #8)",James S.A. Corey,"Corey, James S.A.",,"=""0316332879""","=""9780316332873""",3,4.57,Orbit Books,Hardcover,534,2019,2019,,2018/04/22,,,read,,,,1,,,0,,,,,
28335699,"Leviathan Falls (The Expanse, #9)",James S.A. Corey,"Corey, James S.A.",,"=""0356510395""","=""9780356510392""",0,4.55,Orbit ,Hardcover,528,2022,2021,,2021/03/21,to-read,to-read (#218),to-read,,,,0,,,0,,,,,
56454615,"A Darker Magic (Starship's Mage, #10)",Glynn Stewart,"Stewart, Glynn",,"=""1989674143""","=""9781989674147""",0,4.42,Faolan's Pen Publishing,Paperback,325,2021,2021,,2021/02/23,to-read,to-read (#217),to-read,,,,0,,,0,,,,,
52331179,"Seasons of War (Skulduggery Pleasant, #13)",Derek Landy,"Landy, Derek",,"=""0008386234""","=""9780008386238""",5,4.49,HarperCollins Publishers,Hardcover,592,2020,2020,,2021/02/12,,,read,,,,1,,,0,,,,,
55050273,Father-ish: Laugh Out-Loud  Tales from a Dad Trying Not to Ruin His Kids' Lives,Clint Edwards,"Edwards, Clint",,"=""""","=""""",0,4.01,Page Street Publishing,Kindle Edition,288,2020,,,2021/02/05,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
49021976,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326388""","=""9780765326386""",5,4.62,Tor Books,Hardcover,1230,2020,2020,2021/01/18,2020/11/19,,,read,,,,1,,,0,,,,,
4932435,"Finnikin of the Rock (Lumatere Chronicles, #1)",Melina Marchetta,"Marchetta, Melina",,"=""0670072818""","=""9780670072811""",0,3.88,Viking Australia,Paperback,416,2008,2008,,2020/12/05,to-read,to-read (#216),to-read,,,,0,,,0,,,,,
29103028,"The Queen's Poisoner (Kingfountain, #1)",Jeff Wheeler,"Wheeler, Jeff",,"=""""","=""""",0,4.08,47North,Kindle Edition,336,2016,2016,,2020/12/05,to-read,to-read (#215),to-read,,,,0,,,0,,,,,
36373298,"Trail of Lightning (The Sixth World, #1)",Rebecca Roanhorse,"Roanhorse, Rebecca",,"=""1534413499""","=""9781534413498""",0,3.96,Saga Press,Hardcover,287,2018,2018,,2020/12/05,to-read,to-read (#214),to-read,,,,0,,,0,,,,,
37173847,"Foundryside (The Founders Trilogy, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""""","=""""",3,4.21,Crown,Kindle Edition,501,2018,2018,2020/11/19,2020/10/22,,,read,,,,1,,,0,,,,,
45037760,"Curse Of The Daemon Beast (Bulletproof Witch, #2)",Francis James Blair,"Blair, Francis James",,"=""""","=""""",0,4.13,Lily & Rose Publishing LLC,Kindle Edition,339,2019,,,2020/11/14,to-read,to-read (#213),to-read,,,,0,,,0,,,,,
49798827,Dark One,Brandon Sanderson,"Sanderson, Brandon","Jackson Lanzing, Collin Kelly, Nathan C. Gooden, Kurt Michael Russell","=""""","=""9781939424761""",0,3.70,Vault Comics,Hardcover,224,2021,2021,,2020/10/28,to-read,to-read (#212),to-read,,,,0,,,0,,,,,
23106013,"Battle Ground (The Dresden Files, #17)",Jim Butcher,"Butcher, Jim",,"=""0593199308""","=""9780593199305""",5,4.40,Ace,Hardcover,418,2020,2020,2020/10/20,2020/07/18,,,read,,,,1,,,0,,,,,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",3,3.92,Harper,ebook,224,2016,2016,2020/09/19,2020/09/09,,,read,,,,1,,,0,,,,,
30966931,"The Terran Privateer (Duchy of Terra, #1)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",3,4.28,Faolan's Pen Publishing Inc.,Kindle Edition,509,2016,2016,2020/10/06,2017/05/30,,,read,,,,1,,,0,,,,,
54897345,"The Service of Mars (Starship's Mage,  #9)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",5,4.46,,Kindle Edition,319,2020,2020,2020/09/19,2020/09/09,,,read,,,,1,,,0,,,,,
49089453,"False Alarm: How Climate Change Panic Costs Us Trillions, Hurts the Poor, and Fails to Fix the Planet",Bjørn Lomborg,"Lomborg, Bjørn",,"=""1541647467""","=""9781541647466""",4,4.22,Basic Books,Hardcover,320,2020,2020,2020/09/07,2020/09/09,,,read,,,,1,,,0,,,,,
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",3,4.25,Ace Books,Hardcover,658,2019,1965,2020/08/24,2020/08/04,,,read,,,,1,,,0,,,,,
35621572,"Rise of Gods (The Paternus Trilogy, #1)",Dyrk Ashton,"Ashton, Dyrk",,"=""""","=""""",0,4.01,Paternus Books Media,Kindle Edition,504,2017,2016,,2020/08/04,to-read,to-read (#211),to-read,,,,0,,,0,,,,,
32440502,"Junkyard Druid (Colin McCool, #1)",M.D. Massey,"Massey, M.D.",,"=""""","=""""",2,3.89,Modern Digital Publishing,Kindle Edition,324,2016,2016,2020/08/04,2020/07/22,,,read,,,,1,,,0,,,,,
49183690,"Ink & Sigil (Ink & Sigil, #1)",Kevin Hearne,"Hearne, Kevin",,"=""1984821253""","=""9781984821256""",0,4.16,Del Rey Books,Hardcover,336,2020,2020,,2020/07/29,to-read,to-read (#210),to-read,,,,0,,,0,,,,,
22249640,"Peace Talks (The Dresden Files, #16)",Jim Butcher,"Butcher, Jim",,"=""035651529X""","=""9780356515298""",4,4.21,Orbit,Paperback,352,2020,2020,2020/07/21,2016/11/18,,,read,,,,1,,,0,,,,,
1137215,"Boneshaker (The Clockwork Century, #1)",Cherie Priest,"Priest, Cherie",,"=""0765318415""","=""9780765318411""",0,3.52,Tor Books,Paperback,416,2009,2009,,2020/07/18,to-read,to-read (#209),to-read,,,,0,,,0,,,,,
101942,"The Tripods Trilogy (The Tripods, #1-3)",John Christopher,"Christopher, John",,"=""0020425716""","=""9780020425717""",0,4.19,Collier Books,Paperback,224,1988,1967,,2020/07/18,to-read,to-read (#208),to-read,,,,0,,,0,,,,,
437790,"Flesh and Spirit (Lighthouse, #1)",Carol Berg,"Berg, Carol",,"=""045146088X""","=""9780451460882""",0,3.88,Roc,Paperback,408,2007,2007,,2020/07/18,to-read,to-read (#207),to-read,,,,0,,,0,,,,,
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",0,4.25,Del Rey,Hardcover,382,2014,2014,,2020/07/18,to-read,to-read (#206),to-read,,,,0,,,0,,,,,
11217124,Dancing With Eternity,John Patrick Lowrie,"Lowrie, John Patrick",,"=""1603818103""","=""9781603818100""",0,3.96,Camel Press,Paperback,416,2011,2011,,2020/07/18,to-read,to-read (#205),to-read,,,,0,,,0,,,,,
833710,"The Merchant of Death (Pendragon, #1)",D.J. MacHale,"MacHale, D.J.",,"=""0743437314""","=""9780743437318""",0,3.96,Aladdin Paperbacks,Paperback,375,2002,2002,,2020/07/18,to-read,to-read (#204),to-read,,,,0,,,0,,,,,
33153548,Opening Fire (The Old Guard #1),Greg Rucka,"Rucka, Greg",Leandro Fernández,"=""""","=""""",3,3.99,Image Comics,Kindle Edition,169,2017,2017,2020/07/12,2020/07/11,,,read,,,,1,,,0,,,,,
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",3,4.22,Harper,Kindle Edition,450,2017,2015,2020/07/12,2019/10/11,,,read,,,,1,,,0,,,,,
33151824,Hereticus (Eisenhorn #3),Dan Abnett,"Abnett, Dan",,"=""""","=""""",0,4.27,Black Library,Kindle Edition,416,2015,2002,,2020/05/14,to-read,to-read (#203),to-read,,,,0,,,0,,,,,
1009259,Xenos (Eisenhorn #1),Dan Abnett,"Abnett, Dan",,"=""0743411692""","=""9780743411691""",3,4.17,Games Workshop(uk),Paperback,320,2004,2001,,2020/07/12,,,read,,,,1,,,0,,,,,
29963977,"White Sand, Volume 1 (White Sand, #1)",Brandon Sanderson,"Sanderson, Brandon","Rik Hoskin, Julius Gopez","=""""","=""""",0,3.63,Dynamite,Kindle Edition,160,2016,2016,2020/07/12,2016/06/02,,,read,,,,1,,,0,,,,,
16131932,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.35,Dragonsteel Entertainment,Kindle Edition,144,2012,2012,2020/06/23,2017/02/23,,,read,,,,1,,,0,,,,,
19389520,Lift,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.56,tor.com,ebook,35,2013,2013,,2016/02/25,to-read,to-read (#202),to-read,,,,0,,,0,,,,,
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765350378""","=""9780765350374""",5,4.18,Tor Fantasy,Mass Market Paperback,622,2006,2005,2020/06/11,2016/02/25,,,read,,,,1,,,0,,,,,
49079279,"Seasons of War (Skulduggery Pleasant, #13)",Derek Landy,"Landy, Derek",,"=""""","=""""",0,4.49,HarperCollinsChildren’sBooks,Kindle Edition,592,2020,2020,2020/06/11,2020/04/09,,,read,,,,1,,,0,,,,,
52050732,"Mountain of Mars (Starship's Mage, #8)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",3,4.49,Faolan's Pen Publishing,Kindle Edition,352,2020,2020,2020/05/06,2020/04/21,,,read,,,,1,,,0,,,,,
22878967,"The Shadow of What Was Lost (The Licanius Trilogy, #1)",James Islington,"Islington, James",,"=""099258020X""","=""9780992580209""",3,4.14,Aslaradis Publishing,Paperback,602,2014,2014,2020/04/09,2014/12/15,,,read,,,,1,,,0,,,,,
52178540,"Blood Tally (Valkyrie Collections, #2)",Brian  McClellan,"McClellan, Brian",,"=""""","=""1230003699799""",0,4.25,Brian McClellan,ebook,164,2020,2020,,2020/02/02,to-read,to-read (#199),to-read,,,,0,,,0,,,,,
13539191,"Three Parts Dead (Craft Sequence, #1)",Max Gladstone,"Gladstone, Max",,"=""0765333104""","=""9780765333100""",0,3.97,Tor Books,Hardcover,336,2012,2012,,2020/03/05,to-read,to-read (#201),to-read,,,,0,,,0,,,,,
6295541,"Child of Fire (Twenty Palaces, #1)",Harry Connolly,"Connolly, Harry",,"=""0345508890""","=""9780345508898""",0,3.73,Del Rey,Mass Market Paperback,343,2009,2009,,2020/03/05,to-read,to-read (#200),to-read,,,,0,,,0,,,,,
51847076,"Blood of Empire (Gods of Blood and Powder, #3)",Brian  McClellan,"McClellan, Brian",,"=""""","=""""",5,4.42,Orbit,Kindle Edition,673,2019,2019,2019/12/21,2018/10/03,,,read,,,,1,,,0,,,,,
38089205,"Stay of Execution (ONSET, #4)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",4,4.42,Faolan's Pen Publishing Inc.,Kindle Edition,337,2018,2018,2019/12/27,2018/02/02,,,read,,,,1,,,0,,,,,
42769202,"Starsight (Skyward, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217903""","=""9781473217904""",5,4.41,Orion Publishing Co,Paperback,461,2019,2019,,2019/12/09,,,read,,,,1,,,0,,,,,
35832660,"Blood of the Innocent (ONSET, #3)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",4,4.32,Faolan's Pen Publishing Inc,Kindle Edition,322,2017,2017,2019/10/20,2019/10/20,,,read,,,,1,,,0,,,,,
33176217,"To Serve and Protect (ONSET, #1)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",5,4.25,Faolan's Pen Publishing Inc.,Kindle Edition,366,2016,2019,2019/10/19,2017/05/30,,,read,,,,1,,,0,,,,,
33543870,"My Enemy's Enemy (ONSET, #2)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",5,4.29,Faolan's Pen Publishing Inc.,Kindle Edition,302,2016,2016,2019/10/19,2019/10/18,,,read,,,,1,,,0,,,,,
44453462,On The Use Of Shape-Shifters In Warfare,Marko Kloos,"Kloos, Marko",,"=""""","=""""",4,4.33,Frostbite Publishing,Kindle Edition,16,2019,,,2019/07/19,,,read,,,,1,,,0,,,,,
36485213,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",3,4.17,Vintage Digital,Kindle Edition,320,2018,2018,2019/10/11,2019/08/04,,,read,,,,1,,,0,,,,,
40189843,Hero Forged (Ethereal Earth #1),Josh Erikson,"Erikson, Josh",,"=""""","=""""",0,4.08,Josh Erikson,Kindle Edition,346,2018,2018,,2019/08/21,to-read,to-read (#198),to-read,,,,0,,,0,,,,,
46005598,"Sword of Mars (Starship's Mage, #7)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",0,4.47,Faolan's Pen Publishing,Kindle Edition,370,2019,2019,2019/07/11,2019/06/25,,,read,,,,1,,,0,,,,,
34730465,War Cry,Brian  McClellan,"McClellan, Brian",,"=""""","=""""",3,3.73,Tor.com,Kindle Edition,112,2018,2018,2019/06/25,2018/10/23,,,read,,,,1,,,0,,,,,
43390795,"Bedlam (Skulduggery Pleasant, #12)",Derek Landy,"Landy, Derek",,"=""""","=""""",4,4.40,HarperCollinsChildren’sBooks,Kindle Edition,,2019,2019,2019/06/22,2019/06/10,,,read,,,,1,,,0,,,,,
17987501,"The Forbidden Library (The Forbidden Library, #1)",Django Wexler,"Wexler, Django",Alexander Jansson,"=""0803739753""","=""9780803739758""",0,3.83,Kathy Dawson Books,Hardcover,376,2014,2014,,2019/06/12,to-read,to-read (#197),to-read,,,,0,,,0,,,,,
34618380,"Ship of Smoke and Steel (The Wells of Sorcery, #1)",Django Wexler,"Wexler, Django",,"=""""","=""""",0,3.87,Tor Teen,Kindle Edition,352,2019,2019,,2019/06/12,to-read,to-read (#196),to-read,,,,0,,,0,,,,,
43716670,"Uncanny Collateral (Valkyrie Collections, #1)",Brian  McClellan,"McClellan, Brian",,"=""""","=""""",4,4.07,,Kindle Edition,151,2019,2019,2019/06/06,2019/02/17,,,read,,,,1,,,0,,,,,
33985598,"Green-Eyed Vipers (Powder Mage, #0.6)",Brian  McClellan,"McClellan, Brian",,"=""""","=""""",0,3.94,,ebook,15,2015,2015,,2019/03/30,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
37635562,"Skyward (Skyward, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.50,Gollancz,Kindle Edition,546,2018,2018,2019/03/21,2018/06/02,,,read,,,,1,,,0,,,,,
37640636,"Lies of the Beholder (Legion, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""159606885X""","=""9781596068858""",4,4.13,Subterranean Press,Hardcover,148,2018,2018,2019/03/07,2018/06/27,,,read,,,,1,,,0,,,,,
40117350,"Wolves (Hell Divers, #4)",Nicholas Sansbury Smith,"Smith, Nicholas Sansbury",,"=""""","=""""",4,4.22,Blackstone Publishing,Kindle Edition,336,2018,2018,2019/03/03,2019/01/26,,,read,,,,1,,,0,,,,,
42578105,"The Delivery of Flesh (Bulletproof Witch, #1)",Francis James Blair,"Blair, Francis James",,"=""""","=""""",3,3.80,Lily & Rose Publishing LLC,Kindle Edition,102,2019,2019,,2019/02/10,,,read,,,,1,,,0,,,,,
43192240,"UnArcana Stars (Starship's Mage, #6)",Glynn Stewart,"Stewart, Glynn",,"=""""","=""""",4,4.44,Faolan's Pen Publishing,Kindle Edition,369,2018,2018,2019/02/18,2019/01/22,,,read,,,,1,,,0,,,,,
24156733,"Extinction Horizon (Extinction Cycle, #1)",Nicholas Sansbury Smith,"Smith, Nicholas Sansbury",,"=""""","=""""",0,3.97,Orbit,Kindle Edition,351,2014,2014,,2019/02/17,to-read,to-read (#194),to-read,,,,0,,,0,,,,,
41211815,Aftershocks (The Palladium Wars #1),Marko Kloos,"Kloos, Marko",,"=""""","=""""",0,4.10,47North,Kindle Edition,286,2019,2019,,2019/02/17,to-read,to-read (#193),to-read,,,,0,,,0,,,,,
35480139,"Deliverance (Hell Divers, #3)",Nicholas Sansbury Smith,"Smith, Nicholas Sansbury",,"=""""","=""""",4,4.25,Blackstone Publishing,Kindle Edition,352,2018,2018,2018/12/21,2018/12/09,,,read,,,,1,,,0,,,,,
25181955,"Spellslinger (Spellslinger, #1)",Sebastien de Castell,"Castell, Sebastien de",,"=""1785761315""","=""9781785761317""",0,4.03,Hot Key Books,Hardcover,416,2017,2017,,2018/12/21,to-read,to-read (#192),to-read,,,,0,,,0,,,,,
287861,"Mortal Engines (The Hungry City Chronicles, #1)",Philip Reeve,"Reeve, Philip",,"=""0060082097""","=""9780060082093""",0,3.77,Harper Collins US UK,Paperback,326,2004,2001,,2018/12/12,to-read,to-read (#191),to-read,,,,0,,,0,,,,,
31434700,"Ghosts (Hell Divers, #2)",Nicholas Sansbury Smith,"Smith, Nicholas Sansbury",,"=""""","=""""",5,4.22,Blackstone Publishing,Kindle Edition,288,2017,2017,2018/12/09,2018/11/29,,,read,,,,1,,,0,,,,,
35710156,"Go Nitro: Rise of the Blades (Go Nitro, #1)",Jeremy N. Dooley,"Dooley, Jeremy N.",,"=""1548969087""","=""9781548969080""",0,3.63,CreateSpace Independent Publishing Platform,Paperback,342,2017,,,2018/12/04,to-read,to-read (#190),to-read,,,,0,,,0,,,,,
